timestamp,vin,charge_status,ac_input_voltage,ac_input_current,obc_charge_power_kw,obc_output_voltage,obc_output_current,obc_temperature,pack_voltage,pack_current,soc,cell_temp_max,insulation_resistance,alarm_level,dtc_active
2026-08-15T09:01:49,LSVA0000DEMO00001,1,219.9,30.9,6.457,397.97,16.23,46.7,397.86,-15.9,55.33,32.2,2478.0,0,
2026-08-15T09:01:50,LSVA0000DEMO00001,1,220.0,31.11,6.502,397.23,16.37,46.6,397.92,-16.04,55.34,32.1,2487.0,0,
2026-08-15T09:01:51,LSVA0000DEMO00001,1,219.0,31.5,6.584,397.99,16.54,47.0,397.85,-16.21,55.34,32.1,2497.0,0,
2026-08-15T09:01:52,LSVA0000DEMO00001,1,220.2,31.5,6.583,398.02,16.54,46.9,398.02,-16.21,55.34,32.1,2490.0,0,
2026-08-15T09:01:53,LSVA0000DEMO00001,1,219.4,31.23,6.527,398.99,16.36,46.8,398.13,-16.03,55.34,32.0,2519.0,0,
2026-08-15T09:01:54,LSVA0000DEMO00001,1,221.0,31.75,6.636,397.92,16.68,46.9,398.26,-16.34,55.35,32.1,2503.0,0,
2026-08-15T09:01:55,LSVA0000DEMO00001,1,220.3,31.72,6.629,398.12,16.65,47.4,397.92,-16.32,55.35,32.0,2528.0,0,
2026-08-15T09:01:56,LSVA0000DEMO00001,1,219.8,31.54,6.591,397.99,16.56,47.2,397.43,-16.23,55.35,32.3,2506.0,0,
2026-08-15T09:01:57,LSVA0000DEMO00001,1,219.6,31.29,6.539,397.53,16.45,47.2,397.86,-16.12,55.36,32.3,2464.0,0,
2026-08-15T09:01:58,LSVA0000DEMO00001,1,219.9,32.05,6.698,398.46,16.81,47.1,398.01,-16.47,55.36,32.3,2516.0,0,
2026-08-15T09:01:59,LSVA0000DEMO00001,1,220.4,32.27,6.744,398.3,16.93,47.0,398.37,-16.59,55.36,32.3,2477.0,0,
2026-08-15T09:02:00,LSVA0000DEMO00001,1,220.0,31.45,6.574,398.32,16.5,46.5,397.83,-16.17,55.37,32.2,2503.0,0,
2026-08-15T09:02:01,LSVA0000DEMO00001,1,219.9,31.35,6.552,397.64,16.48,46.9,398.15,-16.15,55.37,32.3,2488.0,0,
2026-08-15T09:02:02,LSVA0000DEMO00001,1,220.0,31.84,6.655,398.56,16.7,46.9,398.09,-16.36,55.37,32.1,2532.0,0,
2026-08-15T09:02:03,LSVA0000DEMO00001,1,219.6,31.43,6.569,397.44,16.53,46.7,398.01,-16.2,55.37,32.2,2522.0,0,
2026-08-15T09:02:04,LSVA0000DEMO00001,1,219.8,31.58,6.6,398.23,16.57,46.8,398.28,-16.24,55.38,32.3,2489.0,0,
2026-08-15T09:02:05,LSVA0000DEMO00001,1,218.7,31.96,6.68,398.88,16.75,46.7,397.8,-16.41,55.38,32.1,2498.0,0,
2026-08-15T09:02:06,LSVA0000DEMO00001,1,220.6,30.85,6.448,397.6,16.22,47.1,397.83,-15.89,55.38,32.5,2504.0,0,
2026-08-15T09:02:07,LSVA0000DEMO00001,1,220.2,32.1,6.708,397.77,16.86,47.3,398.0,-16.53,55.39,32.2,2513.0,0,
2026-08-15T09:02:08,LSVA0000DEMO00001,1,219.5,31.64,6.613,398.04,16.61,47.3,397.81,-16.28,55.39,32.2,2500.0,0,
2026-08-15T09:02:09,LSVA0000DEMO00001,1,221.1,31.44,6.571,397.8,16.52,47.2,398.15,-16.19,55.39,32.3,2485.0,0,
2026-08-15T09:02:10,LSVA0000DEMO00001,1,220.1,31.53,6.589,397.38,16.58,47.0,397.79,-16.25,55.4,32.3,2489.0,0,
2026-08-15T09:02:11,LSVA0000DEMO00001,1,219.4,31.6,6.604,398.03,16.59,46.8,398.07,-16.26,55.4,32.2,2500.0,0,
2026-08-15T09:02:12,LSVA0000DEMO00001,1,220.5,30.92,6.462,397.58,16.25,46.8,397.97,-15.93,55.4,32.2,2519.0,0,
2026-08-15T09:02:13,LSVA0000DEMO00001,1,220.2,32.2,6.729,398.19,16.9,46.9,398.06,-16.56,55.41,32.1,2506.0,0,
2026-08-15T09:02:14,LSVA0000DEMO00001,1,220.2,31.6,6.604,397.63,16.61,47.0,397.86,-16.28,55.41,32.2,2488.0,0,
2026-08-15T09:02:15,LSVA0000DEMO00001,1,219.7,31.83,6.652,398.62,16.69,47.2,397.9,-16.35,55.41,32.3,2510.0,0,
2026-08-15T09:02:16,LSVA0000DEMO00001,1,220.3,31.95,6.677,397.69,16.79,47.0,398.03,-16.45,55.41,32.3,2494.0,0,
2026-08-15T09:02:17,LSVA0000DEMO00001,1,219.8,31.21,6.523,397.87,16.4,47.3,398.06,-16.07,55.42,32.4,2513.0,0,
2026-08-15T09:02:18,LSVA0000DEMO00001,1,220.3,31.82,6.65,398.33,16.69,47.2,398.0,-16.36,55.42,32.2,2538.0,0,
2026-08-15T09:02:19,LSVA0000DEMO00001,1,218.9,31.47,6.577,397.51,16.55,47.3,398.51,-16.22,55.42,32.1,2495.0,0,
2026-08-15T09:02:20,LSVA0000DEMO00001,1,219.7,31.94,6.676,398.09,16.77,47.5,397.7,-16.43,55.43,32.3,2512.0,0,
2026-08-15T09:02:21,LSVA0000DEMO00001,1,221.0,30.84,6.446,398.52,16.17,47.1,397.98,-15.85,55.43,32.4,2489.0,0,
2026-08-15T09:02:22,LSVA0000DEMO00001,1,219.5,31.52,6.588,397.36,16.58,47.4,397.53,-16.25,55.43,32.3,2498.0,0,
2026-08-15T09:02:23,LSVA0000DEMO00001,1,219.6,31.39,6.56,398.07,16.48,47.3,398.11,-16.15,55.44,32.2,2500.0,0,
2026-08-15T09:02:24,LSVA0000DEMO00001,1,219.7,31.78,6.643,398.1,16.69,47.3,397.67,-16.35,55.44,32.3,2497.0,0,
2026-08-15T09:02:25,LSVA0000DEMO00001,1,219.3,31.82,6.649,398.31,16.69,47.5,397.92,-16.36,55.44,32.6,2537.0,0,
2026-08-15T09:02:26,LSVA0000DEMO00001,1,218.7,31.3,6.542,397.51,16.46,47.6,397.89,-16.13,55.44,32.3,2495.0,0,
2026-08-15T09:02:27,LSVA0000DEMO00001,1,219.9,31.3,6.541,397.47,16.46,47.2,398.08,-16.13,55.45,32.1,2509.0,0,
2026-08-15T09:02:28,LSVA0000DEMO00001,1,220.1,31.59,6.601,398.21,16.58,47.4,397.83,-16.25,55.45,32.2,2471.0,0,
2026-08-15T09:02:29,LSVA0000DEMO00001,1,220.0,31.28,6.537,398.12,16.42,47.5,397.82,-16.09,55.45,32.3,2506.0,0,
2026-08-15T09:02:30,LSVA0000DEMO00001,1,219.9,31.94,6.676,398.1,16.77,47.4,398.43,-16.43,55.46,32.1,2517.0,0,
2026-08-15T09:02:31,LSVA0000DEMO00001,1,220.0,31.48,6.58,398.14,16.53,47.6,398.09,-16.2,55.46,32.3,2492.0,0,
2026-08-15T09:02:32,LSVA0000DEMO00001,1,220.6,30.48,6.371,397.73,16.02,47.5,397.83,-15.7,55.46,32.3,2462.0,0,
2026-08-15T09:02:33,LSVA0000DEMO00001,1,219.9,31.48,6.578,398.09,16.53,47.9,397.92,-16.19,55.47,32.4,2499.0,0,
2026-08-15T09:02:34,LSVA0000DEMO00001,1,219.7,31.23,6.526,398.12,16.39,47.2,398.49,-16.06,55.47,32.4,2500.0,0,
2026-08-15T09:02:35,LSVA0000DEMO00001,1,219.8,30.97,6.472,397.71,16.27,47.5,397.93,-15.95,55.47,32.3,2511.0,0,
2026-08-15T09:02:36,LSVA0000DEMO00001,1,220.3,31.2,6.521,398.75,16.35,47.4,397.79,-16.03,55.48,32.0,2530.0,0,
2026-08-15T09:02:37,LSVA0000DEMO00001,1,220.8,31.67,6.619,398.19,16.62,47.7,397.79,-16.29,55.48,32.4,2494.0,0,
2026-08-15T09:02:38,LSVA0000DEMO00001,1,219.6,32.08,6.705,397.52,16.87,47.2,397.84,-16.53,55.48,32.3,2487.0,0,
2026-08-15T09:02:39,LSVA0000DEMO00001,1,220.1,31.75,6.636,398.26,16.66,47.6,397.82,-16.33,55.48,32.3,2482.0,0,
2026-08-15T09:02:40,LSVA0000DEMO00001,1,220.2,31.35,6.552,397.61,16.48,47.5,397.62,-16.15,55.49,32.1,2503.0,0,
2026-08-15T09:02:41,LSVA0000DEMO00001,1,219.4,31.81,6.648,398.31,16.69,47.5,397.66,-16.36,55.49,32.2,2507.0,0,
2026-08-15T09:02:42,LSVA0000DEMO00001,1,220.0,31.47,6.578,398.46,16.51,47.3,397.75,-16.18,55.49,32.2,2492.0,0,
2026-08-15T09:02:43,LSVA0000DEMO00001,1,219.1,31.32,6.546,397.67,16.46,47.5,398.18,-16.13,55.5,32.1,2512.0,0,
2026-08-15T09:02:44,LSVA0000DEMO00001,1,218.9,31.2,6.521,398.39,16.37,47.9,397.89,-16.04,55.5,32.3,2507.0,0,
2026-08-15T09:02:45,LSVA0000DEMO00001,1,220.2,30.96,6.47,398.17,16.25,47.7,397.94,-15.92,55.5,32.2,2501.0,0,
2026-08-15T09:02:46,LSVA0000DEMO00001,1,219.8,31.49,6.581,398.33,16.52,47.8,398.38,-16.19,55.51,32.5,2486.0,0,
2026-08-15T09:02:47,LSVA0000DEMO00001,1,220.1,31.73,6.632,398.76,16.63,48.0,398.39,-16.3,55.51,32.3,2493.0,0,
2026-08-15T09:02:48,LSVA0000DEMO00001,1,220.0,31.57,6.597,397.9,16.58,47.8,397.92,-16.25,55.51,32.4,2464.0,0,
2026-08-15T09:02:49,LSVA0000DEMO00001,1,219.4,31.43,6.569,397.7,16.52,47.6,397.81,-16.19,55.52,32.1,2504.0,0,
2026-08-15T09:02:50,LSVA0000DEMO00001,1,220.0,31.22,6.526,397.64,16.41,47.8,397.74,-16.08,55.52,32.2,2500.0,0,
2026-08-15T09:02:51,LSVA0000DEMO00001,1,219.3,31.82,6.65,397.67,16.72,47.6,398.21,-16.39,55.52,32.3,2503.0,0,
2026-08-15T09:02:52,LSVA0000DEMO00001,1,220.8,31.11,6.501,397.97,16.34,47.7,397.94,-16.01,55.52,32.2,2508.0,0,
2026-08-15T09:02:53,LSVA0000DEMO00001,1,219.2,31.92,6.671,398.14,16.76,47.5,397.88,-16.42,55.53,32.2,2506.0,0,
2026-08-15T09:02:54,LSVA0000DEMO00001,1,219.9,31.24,6.529,398.11,16.4,48.0,397.76,-16.07,55.53,32.3,2498.0,0,
2026-08-15T09:02:55,LSVA0000DEMO00001,1,219.4,31.35,6.552,398.33,16.45,47.7,397.77,-16.12,55.53,32.3,2501.0,0,
2026-08-15T09:02:56,LSVA0000DEMO00001,1,220.3,31.05,6.49,398.01,16.31,47.9,398.1,-15.98,55.54,32.5,2479.0,0,
2026-08-15T09:02:57,LSVA0000DEMO00001,1,219.8,31.47,6.576,398.58,16.5,47.6,397.61,-16.17,55.54,32.3,2491.0,0,
2026-08-15T09:02:58,LSVA0000DEMO00001,1,219.7,31.97,6.683,397.89,16.8,47.9,398.3,-16.46,55.54,32.3,2501.0,0,
